Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Ship,2.0,4,151,,high,,1150.0,0
A,Ship,5.0,4,265,2.0,high,,5164.0,1
D,?,6.0,4,116,3.0,high,6.0,4649.0,0
D,Ship,2.0,3,163,,high,,4862.0,0
F,?,,5,179,3.0,high,,4913.0,0
B,Road,4.0,5,164,3.0,low,7.0,4657.0,0
B,Road,4.0,1,139,8.0,medium,,,1
F,Flight,4.0,2,182,,medium,14.0,3413.0,1
A,Flight,,4,194,,high,,4038.0,1
A,Road,5.0,1,238,,medium,,,0
F,?,4.0,4,160,5.0,?,,4055.0,0
D,Ship,4.0,4,187,3.0,low,6.0,4567.0,0
A,Ship,5.0,5,271,4.0,low,10.0,4305.0,1
D,Road,5.0,4,254,5.0,medium,,1545.0,0
F,Ship,3.0,1,269,3.0,high,,3542.0,1
C,Ship,6.0,5,300,5.0,high,,1188.0,0
B,Ship,,2,160,2.0,medium,,4304.0,1
A,Ship,3.0,4,197,6.0,medium,3.0,4890.0,1
B,?,3.0,4,256,,high,,3030.0,1
C,?,3.0,3,241,,high,,5261.0,0
D,Road,,2,264,5.0,high,27.0,3118.0,1
C,Ship,,4,176,3.0,low,34.0,1283.0,1
F,Ship,4.0,4,104,4.0,high,,4323.0,1
F,Ship,4.0,3,175,3.0,high,,4840.0,1
B,Ship,2.0,3,263,4.0,medium,9.0,5390.0,0
C,Ship,3.0,5,161,,medium,9.0,4623.0,0
B,Ship,3.0,1,162,2.0,high,52.0,1125.0,1
F,Ship,4.0,2,178,8.0,medium,,4120.0,1
A,Ship,6.0,2,99,3.0,high,8.0,5872.0,0
A,?,2.0,4,166,,high,8.0,,1
C,Flight,5.0,2,116,5.0,low,,1130.0,1
F,Ship,,5,261,2.0,medium,6.0,5920.0,0
C,Ship,5.0,1,248,5.0,high,8.0,1810.0,0
A,Ship,4.0,1,185,2.0,high,,2910.0,1
F,Road,3.0,1,215,6.0,low,,3715.0,1
F,Ship,5.0,2,265,2.0,low,24.0,,1
B,Ship,4.0,1,145,,high,,5618.0,1
A,Ship,6.0,1,282,4.0,high,7.0,1758.0,0
F,Ship,3.0,4,162,,medium,7.0,5313.0,0
F,Road,3.0,3,163,3.0,medium,,5791.0,1
F,Road,,1,263,3.0,low,,4911.0,0
D,Road,5.0,3,216,,medium,1.0,2434.0,1
C,Ship,5.0,4,221,6.0,medium,6.0,1488.0,1
C,Road,3.0,3,273,10.0,medium,10.0,5574.0,1
F,?,3.0,5,199,4.0,high,,4520.0,0
A,Ship,4.0,2,133,3.0,high,2.0,1212.0,1
C,Ship,5.0,2,141,3.0,low,34.0,1020.0,1
B,Ship,4.0,5,142,2.0,medium,10.0,5428.0,1
B,Ship,,4,266,,high,3.0,5531.0,1
D,Road,7.0,5,244,4.0,high,2.0,1330.0,1
D,Ship,6.0,4,112,4.0,medium,9.0,4005.0,1
D,Ship,4.0,5,190,3.0,medium,6.0,4671.0,1
F,Road,4.0,5,218,3.0,high,,2682.0,1
B,Road,,2,220,6.0,medium,10.0,,1
F,Road,,2,222,,high,,1672.0,0
A,Road,4.0,1,231,5.0,medium,10.0,1144.0,0
F,Ship,5.0,1,212,3.0,high,11.0,2073.0,1
F,Road,4.0,3,173,3.0,high,4.0,4793.0,1
C,Ship,,5,204,,medium,,4119.0,0
A,?,3.0,2,211,2.0,high,4.0,4978.0,1
B,Road,5.0,5,265,3.0,low,3.0,5837.0,1
D,Road,5.0,3,217,,high,,4934.0,1
F,?,3.0,4,228,,medium,65.0,3943.0,1
B,Ship,6.0,4,221,,high,,4360.0,0
D,Ship,6.0,3,121,3.0,medium,,5208.0,0
D,Ship,4.0,2,261,5.0,high,8.0,1235.0,1
D,Ship,4.0,4,229,2.0,high,9.0,5672.0,1
D,Flight,3.0,3,268,3.0,high,33.0,3872.0,1
A,Ship,2.0,3,129,,high,,1111.0,1
F,Ship,4.0,1,161,3.0,high,59.0,1454.0,1
F,?,3.0,5,242,2.0,high,1.0,5803.0,1
B,Road,3.0,5,213,4.0,medium,9.0,5550.0,1
F,Road,4.0,1,242,2.0,high,,5825.0,0
F,Road,,2,150,4.0,high,,5922.0,1
F,Flight,5.0,2,240,5.0,high,7.0,1923.0,0
B,Ship,4.0,2,182,3.0,medium,,5735.0,0
F,Ship,,4,174,2.0,high,,,1
F,Ship,4.0,2,225,8.0,high,,5623.0,0
F,Ship,5.0,2,169,,medium,3.0,5692.0,0
A,Road,,4,300,4.0,medium,,1607.0,0
C,Flight,5.0,2,206,6.0,medium,,2016.0,1
A,Ship,,4,215,2.0,high,,5669.0,0
B,Ship,3.0,3,138,4.0,high,,1440.0,1
C,Road,4.0,3,217,,medium,,2138.0,1
B,Ship,,3,261,3.0,high,,2802.0,1
F,Ship,,3,199,2.0,high,,5855.0,0
F,Ship,3.0,5,187,3.0,high,20.0,2374.0,1
D,?,4.0,5,138,7.0,medium,,1366.0,1
B,Ship,4.0,5,239,5.0,high,,1001.0,1
F,Flight,,5,220,,?,,4100.0,1
C,Road,3.0,2,122,4.0,high,9.0,5299.0,1
F,Ship,6.0,4,253,,medium,,1248.0,0
F,Ship,,2,208,2.0,high,41.0,,1
F,Flight,3.0,2,233,4.0,medium,,5886.0,0
F,?,4.0,4,206,3.0,medium,,4262.0,0
F,Ship,2.0,5,235,3.0,low,,5775.0,1
C,Ship,2.0,3,274,3.0,low,24.0,3829.0,1
B,Ship,5.0,1,241,,medium,,5519.0,1
C,Flight,,4,147,3.0,medium,,4534.0,1
C,Flight,4.0,1,180,2.0,high,,1193.0,1
F,Ship,5.0,1,187,4.0,medium,,5164.0,0
F,Flight,3.0,4,149,3.0,high,,5040.0,1
C,Ship,3.0,3,253,4.0,high,,4682.0,1
B,Ship,,4,255,4.0,medium,,2771.0,1
D,Ship,,5,228,4.0,high,7.0,4068.0,1
B,Ship,5.0,1,239,,high,1.0,1239.0,0
A,Ship,3.0,3,251,3.0,high,,4246.0,0
C,Flight,5.0,5,169,2.0,medium,14.0,1497.0,1
C,Ship,,5,171,3.0,medium,,1300.0,1
B,Flight,,4,149,3.0,high,51.0,1645.0,1
A,Ship,3.0,1,179,2.0,medium,,4828.0,0
A,Ship,3.0,5,103,,high,,1403.0,1
F,Ship,5.0,2,248,5.0,high,,1284.0,1
C,Road,4.0,3,213,3.0,medium,,5947.0,0
F,Ship,,3,179,3.0,medium,,,1
F,Ship,4.0,1,182,,medium,10.0,5638.0,0
C,Flight,5.0,5,235,5.0,high,4.0,,1
F,Road,4.0,2,202,3.0,high,,4955.0,0
F,Road,,1,277,5.0,high,,1190.0,1
F,Ship,,1,139,3.0,medium,,4275.0,0
B,Ship,5.0,1,245,,high,5.0,1996.0,1
F,Ship,4.0,4,166,5.0,high,,1203.0,1
B,Ship,4.0,1,166,5.0,high,,5463.0,1
C,Road,,5,148,4.0,high,1.0,5216.0,1
D,Ship,5.0,2,246,,medium,,3236.0,1
B,Ship,6.0,5,282,4.0,high,,1364.0,1
F,?,,5,150,3.0,medium,3.0,5747.0,0
F,Ship,6.0,5,305,4.0,high,6.0,1787.0,1
D,Ship,7.0,4,308,5.0,medium,7.0,1563.0,1
F,Ship,4.0,2,208,3.0,high,,4342.0,0
D,Flight,5.0,2,279,4.0,high,8.0,4418.0,1
F,Ship,3.0,2,143,3.0,high,,1785.0,1
F,Ship,7.0,3,267,4.0,medium,,1892.0,1
D,Ship,4.0,4,266,7.0,medium,,5672.0,1
B,Ship,3.0,3,264,3.0,high,3.0,4970.0,0
F,Ship,4.0,5,161,3.0,medium,2.0,5378.0,0
F,Road,,1,257,,medium,5.0,4355.0,0
F,Ship,,3,171,3.0,high,,4946.0,0
D,Flight,3.0,5,162,2.0,high,,1948.0,1
D,Ship,,4,276,4.0,high,2.0,1120.0,1
B,Ship,4.0,2,124,,low,60.0,1107.0,1
F,Flight,,5,172,2.0,high,7.0,4649.0,0
C,Ship,4.0,3,234,3.0,medium,,4868.0,1
F,Road,4.0,5,266,3.0,medium,,4889.0,0
A,Ship,4.0,5,245,3.0,high,7.0,4297.0,0
B,Ship,4.0,2,224,,high,1.0,5821.0,0
A,Road,4.0,1,262,6.0,high,3.0,1830.0,1
A,Ship,3.0,2,146,6.0,medium,62.0,1162.0,1
F,Ship,4.0,1,228,5.0,high,,1874.0,0
D,Ship,,2,289,5.0,high,1.0,1178.0,0
F,?,7.0,3,244,4.0,medium,10.0,1629.0,0
B,Flight,,3,154,2.0,low,7.0,4732.0,0
B,Ship,3.0,3,214,3.0,medium,,5856.0,0
F,?,4.0,4,279,6.0,medium,,4898.0,1
D,Road,4.0,1,190,3.0,high,,2774.0,1
A,Ship,6.0,4,306,4.0,high,6.0,1461.0,0
D,Ship,5.0,5,222,6.0,high,1.0,,0
B,Flight,3.0,1,191,,high,,4705.0,0
F,Ship,4.0,4,133,4.0,low,,5296.0,0
D,Ship,,1,262,3.0,medium,,3599.0,1
A,Flight,3.0,5,188,2.0,high,,2711.0,1
D,Ship,,3,144,3.0,high,1.0,5881.0,0
B,Ship,5.0,1,155,,medium,40.0,1024.0,1
D,Road,5.0,3,132,3.0,high,,4462.0,1
A,Ship,4.0,1,177,2.0,medium,6.0,5566.0,0
F,Ship,3.0,3,237,2.0,high,,4263.0,1
F,Ship,,1,140,3.0,medium,1.0,1464.0,1
C,Road,5.0,4,265,,medium,,4565.0,0
F,Ship,3.0,4,239,4.0,medium,,4537.0,0
A,Ship,7.0,5,250,4.0,high,1.0,1690.0,1
F,Flight,6.0,5,305,4.0,high,7.0,1099.0,1
F,Flight,6.0,3,271,4.0,high,,1934.0,0
D,Flight,4.0,3,235,3.0,high,,5289.0,1
A,Flight,4.0,3,267,4.0,high,,5140.0,0
F,Ship,4.0,3,252,2.0,high,,5266.0,1
D,Ship,5.0,5,191,2.0,low,34.0,2708.0,1
F,Ship,5.0,3,249,2.0,high,9.0,4568.0,0
F,Road,2.0,3,133,4.0,high,5.0,5989.0,1
F,Ship,,2,257,2.0,low,,2848.0,1
F,Ship,,3,170,4.0,high,1.0,4912.0,0
C,Ship,2.0,4,129,3.0,high,48.0,1219.0,1
C,Ship,,2,181,3.0,high,,5966.0,1
F,Road,,4,269,5.0,medium,,1473.0,0
C,Ship,4.0,4,213,2.0,high,27.0,2938.0,1
C,Ship,,4,225,4.0,high,,4460.0,1
D,Flight,5.0,2,268,3.0,medium,,5385.0,1
C,Ship,6.0,5,266,5.0,high,,,0
C,Road,4.0,3,175,2.0,high,,,1
C,Ship,4.0,3,242,4.0,high,62.0,3997.0,1
C,Ship,2.0,4,120,,medium,13.0,1240.0,1
D,Ship,,3,267,6.0,high,8.0,1421.0,1
C,Ship,3.0,3,154,2.0,high,,1096.0,1
F,Ship,,2,176,4.0,high,10.0,,0
A,Ship,6.0,5,139,6.0,medium,,1081.0,1
C,?,4.0,4,200,3.0,high,7.0,5807.0,1
F,Ship,6.0,1,284,4.0,high,,1153.0,0
B,Ship,4.0,4,193,3.0,medium,8.0,4715.0,1
A,Ship,3.0,5,170,7.0,high,,4373.0,1
C,Ship,5.0,5,240,2.0,high,7.0,4409.0,1
A,Ship,4.0,2,137,3.0,high,6.0,,0
F,Flight,3.0,1,192,,high,,4056.0,0
A,Ship,3.0,4,117,3.0,high,,4046.0,0
B,Ship,4.0,5,154,,medium,9.0,5489.0,1
D,Ship,4.0,3,136,4.0,high,10.0,5911.0,0
A,Road,3.0,4,186,3.0,low,1.0,5922.0,1
B,Ship,2.0,4,134,,high,42.0,1415.0,1
F,Road,5.0,2,274,2.0,high,5.0,4154.0,0
F,Ship,,3,212,3.0,medium,10.0,5935.0,0
B,Ship,,3,134,3.0,medium,,,1
F,Ship,4.0,2,225,2.0,medium,5.0,5943.0,0
C,Flight,3.0,3,180,7.0,medium,4.0,5068.0,1
F,Road,,5,238,10.0,medium,44.0,3860.0,1
C,Ship,4.0,4,203,2.0,high,,4793.0,0
D,Ship,5.0,5,246,3.0,medium,,4107.0,0
F,Ship,4.0,3,250,6.0,medium,,5115.0,1
B,Ship,,5,245,5.0,high,10.0,1289.0,1
F,Ship,4.0,5,133,,high,,1092.0,1
D,Ship,5.0,3,243,,medium,10.0,1729.0,1
C,Flight,6.0,4,243,,high,,1353.0,1
C,Ship,6.0,5,305,,medium,,1072.0,0
A,Ship,3.0,5,224,3.0,high,6.0,5115.0,0
A,Ship,5.0,1,137,2.0,high,52.0,1012.0,1
F,Ship,5.0,4,139,3.0,medium,6.0,5721.0,0
B,Ship,4.0,3,184,3.0,high,,5602.0,0
C,Ship,3.0,2,248,3.0,medium,,,0
B,Ship,,4,170,3.0,medium,,4062.0,0
D,Ship,5.0,4,190,3.0,medium,4.0,4424.0,1
B,Ship,,5,193,4.0,high,,2173.0,1
D,Ship,4.0,3,192,4.0,high,,,1
D,Flight,4.0,3,255,5.0,high,1.0,1192.0,0
B,Road,3.0,1,207,3.0,high,,4643.0,1
D,Road,4.0,1,150,2.0,high,,4140.0,0
D,Ship,,5,144,6.0,high,46.0,1110.0,1
F,Flight,5.0,1,162,3.0,medium,1.0,5537.0,0
C,Flight,,2,276,6.0,medium,6.0,1043.0,0
B,Road,3.0,4,228,4.0,medium,,4947.0,0
A,Ship,,1,282,4.0,high,,1434.0,0
C,Ship,5.0,5,270,5.0,high,5.0,1852.0,1
F,Road,3.0,5,226,3.0,medium,55.0,2465.0,1
F,Ship,,1,152,,high,25.0,1848.0,1
A,Ship,3.0,4,173,3.0,?,52.0,1587.0,1
F,Ship,3.0,4,179,2.0,high,,4931.0,1
D,Road,4.0,4,189,2.0,high,5.0,4553.0,0
B,Ship,3.0,2,191,4.0,medium,,2277.0,1
F,Ship,5.0,3,218,5.0,high,9.0,4435.0,1
F,Flight,,1,197,5.0,medium,,5919.0,0
A,Road,3.0,1,228,2.0,high,7.0,4977.0,0
F,Road,3.0,2,185,,high,,5545.0,0
C,Ship,3.0,3,205,2.0,high,15.0,3231.0,1
B,Road,4.0,3,137,3.0,medium,46.0,1299.0,1
B,Ship,3.0,2,272,3.0,high,7.0,,1
F,Ship,3.0,4,173,2.0,high,,4402.0,0
D,Ship,,5,224,2.0,high,,4380.0,1
F,Ship,2.0,4,162,3.0,low,,5893.0,1
D,Ship,3.0,3,180,3.0,medium,,5953.0,1
C,Ship,4.0,1,252,3.0,medium,,5540.0,0
C,Ship,,2,179,3.0,high,3.0,5284.0,0
C,Ship,,2,227,4.0,medium,6.0,4104.0,1
A,Ship,6.0,5,279,4.0,high,7.0,1447.0,0
F,Ship,3.0,5,265,3.0,medium,8.0,5980.0,0
C,Ship,6.0,1,105,5.0,high,,,1
D,Ship,4.0,3,258,3.0,low,1.0,4653.0,0
B,Ship,4.0,1,200,2.0,medium,,5249.0,0
C,Road,5.0,4,217,3.0,medium,8.0,4949.0,1
D,Ship,3.0,1,209,3.0,high,8.0,4367.0,0
D,Ship,,3,237,3.0,medium,,3761.0,1
D,Flight,3.0,4,216,3.0,high,3.0,5817.0,0
F,Flight,3.0,1,174,3.0,medium,2.0,4972.0,0
F,Ship,,4,144,3.0,high,6.0,4137.0,1
C,Flight,,3,142,4.0,medium,,1396.0,1
B,Ship,3.0,5,134,3.0,medium,38.0,1169.0,1
B,?,,5,257,5.0,high,,,0
C,Road,,5,272,3.0,medium,48.0,3780.0,1
B,Road,4.0,1,147,,high,,1956.0,1
B,Road,6.0,3,305,4.0,medium,9.0,1479.0,1
F,Flight,3.0,4,157,,medium,6.0,5611.0,0
A,Ship,3.0,5,270,3.0,medium,,4843.0,1
F,?,4.0,2,209,2.0,medium,1.0,5337.0,0
F,Ship,,2,153,4.0,low,,4750.0,1
A,Road,,3,167,2.0,medium,,5409.0,1
B,Ship,6.0,4,286,4.0,medium,,,1
D,Ship,6.0,3,205,3.0,high,,4996.0,0
F,Ship,3.0,2,158,3.0,medium,1.0,5438.0,0
B,Flight,5.0,1,264,2.0,medium,3.0,4056.0,1
F,Ship,4.0,2,270,5.0,high,,1520.0,0
C,Road,,3,169,,high,7.0,5976.0,0
B,Road,5.0,4,201,2.0,high,,,1
D,Ship,,3,210,3.0,medium,,5912.0,0
F,Flight,4.0,1,235,2.0,low,,2107.0,1
D,Ship,,2,160,3.0,high,,4468.0,0
A,Ship,,1,289,4.0,high,,1181.0,1
C,?,,3,186,2.0,high,,4947.0,1
F,Ship,,3,227,5.0,medium,,4990.0,0
D,Ship,4.0,2,244,3.0,low,3.0,4103.0,0
B,Flight,4.0,3,226,3.0,medium,10.0,5305.0,0
F,Ship,5.0,2,268,3.0,medium,41.0,3716.0,1
D,Flight,5.0,3,221,5.0,high,,1630.0,1
C,?,,1,171,,medium,10.0,4536.0,0
B,Ship,6.0,5,295,4.0,medium,5.0,1963.0,1
B,Ship,,4,294,4.0,medium,,1112.0,0
C,Ship,3.0,4,148,3.0,high,56.0,1550.0,1
B,Flight,,2,269,2.0,medium,,4978.0,0
C,Ship,,1,241,2.0,medium,,5391.0,1
B,Ship,3.0,2,184,4.0,medium,,2972.0,1
F,Ship,4.0,3,237,3.0,high,57.0,3952.0,1
F,?,,5,159,3.0,high,5.0,4190.0,0
A,Ship,3.0,2,236,2.0,medium,,4239.0,1
F,Ship,3.0,2,135,3.0,high,,1898.0,1
F,Ship,5.0,2,257,3.0,high,,4677.0,1
F,?,,3,245,5.0,medium,8.0,5678.0,1
F,Ship,3.0,2,169,2.0,high,,,0
A,Ship,4.0,1,146,,high,,4576.0,0
A,Ship,5.0,5,235,,high,8.0,1332.0,1
F,Road,5.0,2,245,5.0,high,,1466.0,0
B,Ship,5.0,3,222,2.0,high,2.0,5953.0,1
F,Road,,1,187,3.0,medium,1.0,5541.0,0
B,Ship,3.0,5,248,2.0,low,3.0,5287.0,1
B,Ship,3.0,2,154,3.0,medium,,5322.0,1
F,Ship,6.0,4,195,5.0,low,10.0,4225.0,0
A,Road,6.0,4,201,2.0,high,4.0,5916.0,1
F,Road,,1,258,3.0,medium,,2428.0,1
F,Ship,,3,246,5.0,high,,1134.0,0
A,Ship,3.0,2,263,4.0,medium,,2599.0,1
A,Ship,3.0,4,148,3.0,high,37.0,1523.0,1
A,Ship,3.0,1,212,3.0,medium,,5759.0,0
D,Flight,3.0,3,196,4.0,high,,5631.0,1
F,Ship,,3,197,2.0,high,,2481.0,1
C,Road,3.0,2,221,,high,,4312.0,0
B,Ship,5.0,5,261,,medium,9.0,5385.0,0
C,Ship,4.0,2,139,5.0,high,52.0,1977.0,1
B,Ship,2.0,3,258,5.0,high,6.0,1727.0,0
C,Ship,4.0,3,244,2.0,high,10.0,4486.0,1
F,Ship,6.0,4,244,4.0,high,1.0,1130.0,1
D,Ship,3.0,1,249,3.0,high,,,1
C,Ship,,2,157,2.0,medium,15.0,1724.0,1
F,Ship,,3,104,4.0,medium,3.0,4548.0,0
C,Ship,4.0,2,187,,medium,,2200.0,1
C,Ship,4.0,2,241,6.0,medium,,4880.0,1
A,Ship,3.0,1,183,2.0,medium,3.0,,0
F,Ship,4.0,1,159,4.0,high,5.0,5420.0,1
C,Ship,,3,226,6.0,medium,6.0,1704.0,1
F,Road,3.0,1,221,10.0,medium,,5473.0,0
F,Flight,4.0,1,135,2.0,?,64.0,1471.0,1
D,Ship,3.0,4,154,2.0,medium,,5735.0,1
C,Ship,4.0,3,197,2.0,high,7.0,5449.0,0
A,Ship,4.0,1,197,3.0,low,,4917.0,0
B,Ship,,5,197,2.0,high,,4379.0,1
B,Road,,1,185,,medium,7.0,4138.0,1
A,Ship,,4,281,3.0,high,7.0,5180.0,0
F,Road,6.0,2,139,6.0,medium,,1691.0,1
C,Road,4.0,4,186,3.0,high,2.0,4430.0,0
B,Ship,5.0,5,184,3.0,medium,,4742.0,0
A,Ship,,3,266,3.0,medium,,4195.0,0
F,Ship,4.0,5,199,2.0,high,8.0,4463.0,0
D,Ship,,4,213,3.0,high,1.0,4266.0,0
A,Ship,,5,196,,high,4.0,5610.0,0
F,Ship,7.0,4,277,5.0,high,4.0,1373.0,0
C,Ship,5.0,5,230,10.0,low,,5391.0,0
D,Ship,,1,203,4.0,medium,,2779.0,1
C,Ship,,5,144,3.0,medium,9.0,5912.0,0
F,Ship,4.0,3,134,3.0,low,22.0,1629.0,1
D,Ship,,1,240,3.0,high,4.0,5484.0,1
A,Road,3.0,1,157,3.0,medium,1.0,4391.0,0
B,Ship,,2,202,2.0,medium,7.0,5328.0,0
C,Ship,,4,178,,medium,,1824.0,1
F,Ship,5.0,5,225,5.0,high,,1646.0,1
D,Road,2.0,3,255,3.0,high,27.0,3484.0,1
D,Ship,2.0,5,270,6.0,medium,,5675.0,0
C,Flight,5.0,2,178,3.0,high,48.0,1517.0,1
F,Flight,,1,159,2.0,medium,,5691.0,0
B,?,5.0,3,223,2.0,medium,9.0,5735.0,0
F,Flight,6.0,2,293,4.0,high,,1764.0,1
B,Flight,2.0,3,175,6.0,low,6.0,5341.0,1
B,Ship,,4,253,3.0,medium,4.0,4269.0,0
F,Ship,5.0,5,145,3.0,medium,37.0,1993.0,1
B,Ship,4.0,1,259,3.0,high,39.0,,1
F,Ship,2.0,4,255,3.0,high,55.0,1663.0,1
F,Ship,,5,299,4.0,high,4.0,1052.0,1
F,Ship,4.0,2,239,3.0,medium,5.0,5978.0,0
F,Road,3.0,3,154,10.0,medium,,5235.0,1
F,Ship,,1,202,2.0,medium,7.0,,0
F,Ship,7.0,1,192,,high,,1372.0,1
B,Ship,6.0,5,157,5.0,high,,1133.0,0
F,Ship,4.0,3,195,3.0,medium,,5863.0,0
F,Ship,,5,286,3.0,high,18.0,3163.0,1
A,Ship,7.0,5,296,4.0,high,,1823.0,1
A,Ship,3.0,2,168,3.0,medium,2.0,4231.0,0
F,Ship,6.0,2,244,4.0,high,,1245.0,1
C,Ship,,5,262,3.0,medium,,3139.0,1
B,Flight,5.0,1,232,5.0,medium,7.0,1069.0,1
F,?,5.0,5,245,5.0,high,5.0,1381.0,1
B,Ship,,1,210,3.0,high,9.0,2944.0,1
D,Ship,3.0,1,188,4.0,medium,8.0,5884.0,1
F,Road,4.0,3,240,5.0,medium,5.0,1301.0,0
A,Road,4.0,5,204,3.0,medium,4.0,5476.0,0
A,Ship,3.0,4,148,3.0,high,1.0,4387.0,0
D,Flight,4.0,5,230,2.0,high,,2890.0,1
A,Ship,4.0,5,139,3.0,high,65.0,1277.0,1
F,?,,2,158,3.0,medium,2.0,4153.0,0
F,Flight,5.0,3,218,6.0,high,6.0,1519.0,1
F,?,,4,259,3.0,medium,,2685.0,1
A,Ship,4.0,2,136,,medium,9.0,5038.0,0
C,Ship,4.0,3,260,2.0,high,38.0,2526.0,1
F,Road,3.0,2,193,3.0,high,7.0,5224.0,0
F,Ship,3.0,1,166,3.0,medium,9.0,4251.0,0
B,Ship,4.0,3,153,,medium,,1095.0,1
C,Ship,3.0,1,223,3.0,medium,31.0,,1
D,Ship,4.0,1,229,4.0,high,3.0,4352.0,1
F,?,4.0,4,220,3.0,high,4.0,5622.0,0
B,Road,,5,263,2.0,medium,,3238.0,1
C,Road,5.0,3,261,4.0,medium,5.0,4623.0,1
D,Ship,5.0,3,114,6.0,medium,,1746.0,1
F,Ship,4.0,3,228,3.0,medium,,5129.0,1
F,Ship,4.0,5,235,,medium,,4633.0,1
C,Road,3.0,2,268,3.0,high,30.0,2867.0,1
C,Ship,,3,199,5.0,medium,10.0,4847.0,1
F,Ship,6.0,5,154,10.0,medium,,1990.0,1
B,Ship,,4,232,2.0,high,36.0,2861.0,1
F,Road,,1,187,4.0,medium,,5657.0,1
D,Ship,,5,165,4.0,medium,3.0,,0
D,Ship,4.0,4,262,3.0,medium,,5429.0,0
F,Flight,,2,270,,low,29.0,3768.0,1
B,Ship,,1,241,3.0,high,7.0,5342.0,0
D,Ship,,3,181,3.0,high,,5094.0,1
F,Ship,4.0,3,173,3.0,medium,5.0,5331.0,1
A,Ship,6.0,2,144,7.0,low,1.0,,0
B,Ship,4.0,1,194,3.0,medium,6.0,5282.0,0
B,Ship,4.0,4,207,3.0,high,,4314.0,0
F,Ship,4.0,5,158,,high,4.0,1595.0,1
A,Road,3.0,1,232,2.0,medium,4.0,5806.0,1
F,Ship,5.0,1,259,6.0,high,,1876.0,0
F,Ship,5.0,1,171,5.0,medium,2.0,5921.0,1
F,Ship,4.0,5,232,5.0,high,,1817.0,0
F,Road,4.0,2,246,,high,,1206.0,1
B,Ship,5.0,1,159,2.0,medium,5.0,4382.0,0
A,Ship,7.0,2,310,,high,,1294.0,0
F,Flight,,1,231,7.0,low,,5558.0,0
A,Flight,,2,242,6.0,high,63.0,3144.0,1
D,Ship,6.0,4,243,6.0,high,8.0,5218.0,0
B,Ship,,3,219,3.0,?,,3387.0,1
B,Ship,6.0,5,165,6.0,high,,1529.0,1
D,Ship,,3,224,6.0,medium,,4221.0,0
F,Ship,4.0,5,146,3.0,high,,1685.0,1
F,Ship,4.0,3,197,3.0,medium,,5395.0,0
F,Ship,5.0,2,196,,high,10.0,5111.0,0
A,Flight,,2,307,4.0,medium,,1073.0,0
A,Ship,3.0,2,133,3.0,medium,1.0,5026.0,1
C,Ship,,5,248,4.0,high,,1005.0,0
A,Ship,,4,195,,high,,5950.0,1
C,Flight,5.0,1,233,5.0,medium,,1622.0,0
B,Ship,,3,253,,low,,4868.0,1
F,Ship,4.0,5,216,3.0,low,,2053.0,1
A,Ship,6.0,1,283,5.0,high,,1298.0,0
F,Ship,3.0,4,139,2.0,high,45.0,1192.0,1
F,Ship,,5,244,6.0,high,,1222.0,0
D,Ship,4.0,2,272,4.0,high,3.0,5566.0,0
B,Ship,,2,277,,high,,1700.0,1
F,Ship,6.0,2,279,4.0,high,1.0,1150.0,1
F,Ship,5.0,4,201,3.0,high,,5137.0,0
C,Ship,3.0,4,268,2.0,low,,2822.0,1
A,Ship,,3,296,,high,,1991.0,0
C,Ship,4.0,3,250,3.0,medium,3.0,5055.0,1
F,Ship,,1,174,6.0,medium,,1635.0,1
D,Ship,5.0,3,195,4.0,high,,5577.0,0
F,Ship,5.0,3,123,,high,,1068.0,1
C,Ship,3.0,1,269,2.0,high,,,1
A,Ship,5.0,1,134,2.0,high,,5646.0,0
D,Ship,6.0,3,287,4.0,medium,8.0,1850.0,1
B,Ship,6.0,4,256,4.0,high,9.0,1676.0,0
D,Ship,5.0,3,209,4.0,medium,7.0,2675.0,1
D,Ship,3.0,5,159,3.0,medium,,4555.0,0
C,Ship,5.0,5,216,3.0,high,,3137.0,1
D,Ship,,1,192,3.0,high,4.0,5179.0,0
B,Ship,2.0,1,241,3.0,medium,,5697.0,1
B,Ship,4.0,3,246,3.0,high,5.0,,0
A,Flight,6.0,3,233,6.0,high,9.0,4814.0,0
F,Ship,4.0,5,188,5.0,high,1.0,5999.0,1
C,Ship,6.0,2,259,4.0,high,5.0,1771.0,1
A,Ship,5.0,5,230,3.0,high,10.0,5163.0,0
F,Ship,3.0,2,137,3.0,medium,23.0,1246.0,1
F,Flight,4.0,5,152,,high,9.0,4224.0,0
F,Flight,3.0,1,163,3.0,medium,59.0,1005.0,1
B,Ship,5.0,3,192,,medium,,4037.0,1
B,Ship,5.0,1,205,2.0,medium,,3569.0,1
F,Ship,4.0,3,260,3.0,medium,4.0,5770.0,1
F,Ship,,2,203,2.0,medium,,,1
D,Ship,3.0,5,160,2.0,medium,41.0,1495.0,1
A,Road,3.0,1,159,,medium,44.0,1806.0,1
C,Ship,4.0,4,197,2.0,medium,1.0,5211.0,0
B,Ship,,1,224,3.0,medium,,3499.0,1
B,Ship,5.0,5,167,3.0,high,,5591.0,0
C,Ship,,4,148,10.0,low,,1779.0,1
A,?,5.0,1,233,5.0,medium,,1631.0,1
C,Ship,,3,207,10.0,high,,4423.0,0
