Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
C,Ship,,2,254,2.0,low,5.0,4985,1
A,Ship,4.0,1,253,5.0,low,,1235,0
F,Flight,5.0,3,267,,low,,1119,1
A,Ship,,4,145,3.0,low,,4492,1
F,Ship,,3,253,5.0,low,,1367,1
D,Ship,5.0,3,186,4.0,medium,,3676,1
F,?,4.0,2,137,2.0,medium,,4622,1
D,Ship,,2,111,5.0,medium,3.0,1711,1
F,Flight,5.0,1,240,3.0,high,,5277,0
D,Flight,4.0,1,250,2.0,medium,,3021,1
F,Ship,3.0,3,168,4.0,low,,4096,1
F,Flight,6.0,3,297,4.0,medium,1.0,1080,0
A,Ship,,4,168,3.0,low,,5488,1
F,Ship,,1,154,,low,1.0,5578,0
F,Ship,3.0,1,233,3.0,low,7.0,4874,0
F,Ship,5.0,2,243,3.0,high,,5734,1
D,Road,3.0,4,212,3.0,low,6.0,5935,1
F,Ship,3.0,1,228,2.0,low,,4456,1
B,Flight,3.0,4,132,,medium,12.0,1493,1
A,Flight,3.0,3,234,3.0,low,3.0,4405,0
F,Ship,4.0,2,273,5.0,low,4.0,1223,1
B,Flight,3.0,1,104,2.0,low,1.0,1021,1
C,Ship,4.0,3,143,3.0,medium,,?,1
A,Ship,,2,243,5.0,medium,4.0,1633,1
B,Ship,5.0,5,221,5.0,low,,1220,0
F,Flight,6.0,5,256,5.0,low,10.0,1686,0
F,Ship,,1,219,2.0,medium,,5314,0
D,Ship,6.0,4,246,4.0,medium,3.0,1852,0
A,Road,,2,172,2.0,low,,?,1
F,Ship,4.0,1,183,3.0,medium,,4789,0
C,Ship,4.0,5,180,2.0,medium,,4332,0
F,Flight,3.0,5,218,,medium,60.0,3048,1
D,Flight,4.0,3,246,5.0,medium,10.0,1646,1
D,Flight,5.0,3,270,5.0,medium,7.0,1303,1
B,Ship,4.0,2,267,5.0,low,,4720,1
F,Ship,5.0,1,258,5.0,?,9.0,1856,1
D,?,3.0,3,99,3.0,high,,1223,1
F,Road,,2,134,,medium,45.0,1946,1
D,Ship,5.0,1,207,2.0,high,,?,0
D,Ship,5.0,3,270,2.0,low,7.0,5248,1
F,?,,3,242,3.0,low,,4199,0
B,Road,,2,202,2.0,low,45.0,?,1
C,Flight,4.0,4,258,,medium,,4578,0
F,Road,5.0,1,239,5.0,low,,1815,0
A,Road,4.0,3,210,3.0,low,3.0,2742,1
C,Ship,4.0,3,258,3.0,low,12.0,2017,1
B,Ship,,1,236,2.0,high,,3949,1
F,Road,6.0,3,269,4.0,low,3.0,1006,0
F,Ship,,2,310,4.0,low,4.0,1806,0
F,Ship,4.0,4,256,,high,,1927,1
D,Ship,6.0,4,157,6.0,low,,5354,1
C,Ship,,4,206,5.0,?,,1680,0
D,Ship,4.0,3,135,3.0,low,15.0,1008,1
C,Road,,5,162,2.0,medium,,?,1
F,Ship,4.0,3,142,3.0,medium,,5930,0
F,Ship,3.0,4,171,3.0,low,10.0,4839,0
F,Ship,5.0,2,172,5.0,medium,,4805,0
A,Flight,5.0,4,136,4.0,low,9.0,5469,0
A,?,,2,237,5.0,low,8.0,4461,0
F,?,3.0,4,134,3.0,low,9.0,4436,0
F,Ship,7.0,3,300,4.0,medium,5.0,1244,0
F,Flight,5.0,3,238,5.0,medium,,1150,1
A,Ship,,4,227,2.0,medium,,5904,0
F,Ship,4.0,3,151,,medium,,5379,1
F,Ship,4.0,2,264,,low,9.0,4490,0
C,Ship,3.0,1,263,,medium,4.0,4208,0
A,Flight,4.0,2,223,5.0,medium,3.0,4480,0
A,Ship,4.0,2,222,2.0,?,,5115,1
B,Road,4.0,4,227,3.0,medium,,2761,1
F,Ship,4.0,3,270,2.0,high,,5346,0
F,Ship,,2,223,6.0,medium,,1210,0
F,Road,5.0,4,251,2.0,low,,5347,1
B,Ship,2.0,1,271,6.0,low,2.0,4237,1
A,Ship,3.0,2,173,,low,15.0,1992,1
D,Flight,3.0,1,264,4.0,low,,3561,1
F,Flight,3.0,4,218,2.0,medium,,5973,0
D,Flight,4.0,1,266,2.0,high,,5116,0
A,Road,5.0,5,253,5.0,low,,1482,0
C,Ship,,4,205,3.0,low,,?,1
C,Ship,3.0,4,212,3.0,medium,,4811,0
D,Ship,3.0,2,145,2.0,medium,29.0,1690,1
B,Ship,4.0,2,232,3.0,medium,8.0,4658,1
B,Ship,3.0,1,254,3.0,medium,,3496,1
F,Ship,3.0,3,153,5.0,low,35.0,1089,1
B,Road,5.0,1,236,2.0,low,,4987,1
A,Ship,3.0,2,182,10.0,low,,?,0
C,Ship,,1,153,2.0,low,7.0,4944,1
F,Ship,5.0,1,103,,low,3.0,4966,0
A,Ship,5.0,5,264,3.0,medium,56.0,3482,1
A,Road,5.0,4,144,3.0,low,,1178,1
F,Ship,5.0,1,245,2.0,medium,,4882,1
D,Road,3.0,2,267,5.0,low,,2622,1
F,Ship,4.0,5,184,3.0,low,5.0,4039,1
D,Ship,,3,250,4.0,medium,4.0,1111,1
A,Ship,3.0,1,194,,low,,5566,0
F,Ship,4.0,4,147,4.0,low,,5882,0
D,Flight,4.0,4,132,3.0,medium,5.0,4613,0
D,Ship,3.0,1,165,3.0,high,,4208,0
B,Flight,2.0,5,193,5.0,medium,13.0,2882,1
F,Flight,4.0,3,132,4.0,medium,10.0,1767,1
A,Road,4.0,4,145,3.0,low,,1651,1
C,Ship,,2,272,4.0,medium,,1188,1
D,Ship,5.0,2,174,3.0,medium,10.0,4902,1
F,?,5.0,5,223,,medium,3.0,4382,0
D,Ship,2.0,5,238,2.0,low,6.0,5325,1
F,Ship,6.0,3,279,4.0,low,,1090,1
A,Ship,,5,269,4.0,low,,1264,1
F,Ship,,5,175,2.0,low,40.0,?,1
F,Ship,,5,124,3.0,low,,4331,0
B,Road,5.0,3,197,,low,,5581,0
C,Ship,4.0,4,223,4.0,low,,4219,0
F,Ship,3.0,2,261,5.0,medium,,2488,1
B,Ship,,3,231,3.0,medium,53.0,2333,1
A,Ship,3.0,1,238,3.0,medium,,4399,1
B,?,6.0,2,309,4.0,medium,8.0,1930,0
D,Ship,4.0,2,259,5.0,medium,,1054,0
D,Ship,4.0,2,272,4.0,low,,2307,1
F,Ship,,4,177,2.0,low,6.0,5116,0
A,Flight,,2,240,,medium,,2174,1
A,Ship,,5,271,3.0,low,,5229,1
F,Ship,4.0,4,246,3.0,low,7.0,4090,0
D,Ship,3.0,3,201,3.0,low,2.0,5540,1
C,Flight,5.0,1,220,3.0,medium,8.0,5727,1
C,Ship,3.0,2,159,,medium,,5577,1
C,?,,3,236,3.0,low,,3652,1
A,Ship,,2,273,5.0,medium,8.0,2000,0
A,Flight,,3,239,,medium,,5511,1
C,Ship,2.0,5,241,3.0,medium,3.0,4253,1
F,Ship,3.0,3,202,2.0,medium,1.0,5220,1
A,?,4.0,2,171,3.0,low,,1352,1
A,Ship,3.0,1,150,3.0,low,43.0,1831,1
D,Flight,4.0,4,156,,medium,7.0,5938,0
F,Ship,,2,232,3.0,medium,7.0,5737,1
C,Ship,6.0,4,286,4.0,low,8.0,1690,1
F,Road,6.0,1,247,3.0,low,1.0,4637,1
C,Flight,5.0,4,245,5.0,medium,,1771,1
F,Ship,5.0,1,242,5.0,medium,,1382,1
C,Ship,2.0,3,184,4.0,medium,3.0,4719,0
A,Road,,5,163,3.0,medium,,4887,0
C,Road,,5,283,5.0,low,,1578,0
D,Ship,3.0,2,205,2.0,low,6.0,4853,0
A,Road,6.0,4,262,5.0,low,9.0,1369,0
B,Ship,6.0,5,271,4.0,low,,1710,1
F,?,4.0,2,170,10.0,medium,,4696,1
A,Flight,4.0,4,216,6.0,low,5.0,1272,0
F,Ship,4.0,2,216,,medium,,3024,1
A,Ship,3.0,5,259,3.0,low,10.0,5978,0
D,Ship,,4,221,5.0,low,,1927,1
C,Flight,3.0,3,183,3.0,high,6.0,3364,1
B,Road,5.0,5,184,,low,2.0,5800,0
C,Ship,4.0,5,209,2.0,low,,4047,0
F,Ship,3.0,1,252,4.0,high,,4303,0
D,Ship,,3,181,4.0,low,,5332,0
F,?,2.0,5,228,3.0,low,8.0,5643,1
D,Flight,4.0,3,192,4.0,high,,4949,0
A,Flight,4.0,2,203,4.0,medium,,4217,0
F,Road,,3,256,3.0,low,15.0,3155,1
B,Ship,7.0,3,306,4.0,low,,1790,1
B,Road,5.0,3,160,3.0,high,,1977,1
B,Road,3.0,3,252,2.0,medium,,2102,1
D,Ship,3.0,4,240,3.0,high,6.0,4412,0
B,Ship,,5,272,,medium,,5034,1
F,Ship,4.0,3,144,2.0,low,,?,0
C,Flight,4.0,4,127,5.0,low,16.0,1955,1
F,Ship,4.0,2,169,,medium,7.0,1897,0
A,Road,,4,195,3.0,medium,10.0,2021,1
F,Flight,4.0,3,167,3.0,medium,,4621,1
F,Flight,,4,198,6.0,medium,,5730,1
F,Ship,4.0,1,132,2.0,medium,,5025,1
D,Ship,,5,123,,low,60.0,1653,1
B,Ship,6.0,4,268,4.0,medium,9.0,1354,1
A,Flight,3.0,2,264,3.0,medium,5.0,3861,1
F,Ship,,5,171,3.0,medium,7.0,5318,1
C,Ship,3.0,3,205,2.0,medium,,2427,1
C,Ship,,3,158,,low,,1374,1
A,Ship,3.0,2,158,7.0,medium,,4244,1
F,Flight,4.0,4,137,3.0,medium,,4066,1
D,Ship,3.0,3,257,3.0,low,,4937,1
B,Ship,3.0,5,141,2.0,medium,9.0,5000,0
D,Ship,2.0,2,137,3.0,low,,1823,1
C,Ship,3.0,5,141,3.0,medium,10.0,5775,0
F,Ship,5.0,1,194,7.0,medium,,4770,0
D,Ship,3.0,4,223,2.0,low,,4211,0
F,Ship,5.0,2,184,3.0,medium,,4581,0
C,Road,5.0,2,250,2.0,medium,,5565,0
B,Ship,3.0,4,178,8.0,medium,6.0,4146,0
B,Ship,4.0,3,245,6.0,low,3.0,1155,0
B,Ship,5.0,2,214,,low,,3234,1
A,Flight,,1,208,7.0,high,,2674,1
C,Flight,3.0,5,169,3.0,low,,5659,0
D,Road,,3,236,2.0,high,23.0,?,1
C,Ship,5.0,5,242,,medium,2.0,5359,0
F,Flight,,3,157,2.0,medium,62.0,1366,1
F,Ship,5.0,3,254,6.0,low,7.0,1064,0
F,Ship,4.0,1,151,3.0,high,39.0,1458,1
F,Flight,4.0,4,208,3.0,low,,4919,0
D,Ship,5.0,3,241,3.0,low,,5587,1
F,Ship,4.0,2,224,3.0,low,9.0,4896,0
B,Flight,3.0,4,213,,low,4.0,5481,1
A,Road,3.0,4,162,5.0,low,1.0,4240,1
B,Ship,2.0,4,151,,low,,1150,0
A,Ship,5.0,4,265,2.0,low,,5164,1
D,?,6.0,4,116,3.0,low,6.0,4649,0
D,Ship,2.0,3,163,,low,,4862,0
F,?,,5,179,3.0,low,,4913,0
B,Road,4.0,5,164,3.0,high,7.0,4657,0
B,Road,4.0,1,139,8.0,medium,,?,1
F,Flight,4.0,2,182,,medium,14.0,3413,1
A,Flight,,4,194,,low,,4038,1
A,Road,5.0,1,238,,medium,,?,0
F,?,4.0,4,160,5.0,?,,4055,0
D,Ship,4.0,4,187,3.0,high,6.0,4567,0
A,Ship,5.0,5,271,4.0,high,10.0,4305,1
D,Road,5.0,4,254,5.0,medium,,1545,0
F,Ship,3.0,1,269,3.0,low,,3542,1
C,Ship,6.0,5,300,5.0,low,,1188,0
B,Ship,,2,160,2.0,medium,,4304,1
A,Ship,3.0,4,197,6.0,medium,3.0,4890,1
B,?,3.0,4,256,,low,,3030,1
C,?,3.0,3,241,,low,,5261,0
D,Road,,2,264,5.0,low,27.0,3118,1
C,Ship,,4,176,3.0,high,34.0,1283,1
F,Ship,4.0,4,104,4.0,low,,4323,1
F,Ship,4.0,3,175,3.0,low,,4840,1
B,Ship,2.0,3,263,4.0,medium,9.0,5390,0
C,Ship,3.0,5,161,,medium,9.0,4623,0
B,Ship,3.0,1,162,2.0,low,52.0,1125,1
F,Ship,4.0,2,178,8.0,medium,,4120,1
A,Ship,6.0,2,99,3.0,low,8.0,5872,0
A,?,2.0,4,166,,low,8.0,?,1
C,Flight,5.0,2,116,5.0,high,,1130,1
F,Ship,,5,261,2.0,medium,6.0,5920,0
C,Ship,5.0,1,248,5.0,low,8.0,1810,0
A,Ship,4.0,1,185,2.0,low,,2910,1
F,Road,3.0,1,215,6.0,high,,3715,1
F,Ship,5.0,2,265,2.0,high,24.0,?,1
B,Ship,4.0,1,145,,low,,5618,1
A,Ship,6.0,1,282,4.0,low,7.0,1758,0
F,Ship,3.0,4,162,,medium,7.0,5313,0
F,Road,3.0,3,163,3.0,medium,,5791,1
F,Road,,1,263,3.0,high,,4911,0
D,Road,5.0,3,216,,medium,1.0,2434,1
C,Ship,5.0,4,221,6.0,medium,6.0,1488,1
C,Road,3.0,3,273,10.0,medium,10.0,5574,1
F,?,3.0,5,199,4.0,low,,4520,0
A,Ship,4.0,2,133,3.0,low,2.0,1212,1
C,Ship,5.0,2,141,3.0,high,34.0,1020,1
B,Ship,4.0,5,142,2.0,medium,10.0,5428,1
B,Ship,,4,266,,low,3.0,5531,1
D,Road,7.0,5,244,4.0,low,2.0,1330,1
D,Ship,6.0,4,112,4.0,medium,9.0,4005,1
D,Ship,4.0,5,190,3.0,medium,6.0,4671,1
F,Road,4.0,5,218,3.0,low,,2682,1
B,Road,,2,220,6.0,medium,10.0,?,1
F,Road,,2,222,,low,,1672,0
A,Road,4.0,1,231,5.0,medium,10.0,1144,0
F,Ship,5.0,1,212,3.0,low,11.0,2073,1
F,Road,4.0,3,173,3.0,low,4.0,4793,1
C,Ship,,5,204,,medium,,4119,0
A,?,3.0,2,211,2.0,low,4.0,4978,1
B,Road,5.0,5,265,3.0,high,3.0,5837,1
D,Road,5.0,3,217,,low,,4934,1
F,?,3.0,4,228,,medium,65.0,3943,1
B,Ship,6.0,4,221,,low,,4360,0
D,Ship,6.0,3,121,3.0,medium,,5208,0
D,Ship,4.0,2,261,5.0,low,8.0,1235,1
D,Ship,4.0,4,229,2.0,low,9.0,5672,1
D,Flight,3.0,3,268,3.0,low,33.0,3872,1
A,Ship,2.0,3,129,,low,,1111,1
F,Ship,4.0,1,161,3.0,low,59.0,1454,1
F,?,3.0,5,242,2.0,low,1.0,5803,1
B,Road,3.0,5,213,4.0,medium,9.0,5550,1
F,Road,4.0,1,242,2.0,low,,5825,0
F,Road,,2,150,4.0,low,,5922,1
F,Flight,5.0,2,240,5.0,low,7.0,1923,0
B,Ship,4.0,2,182,3.0,medium,,5735,0
F,Ship,,4,174,2.0,low,,?,1
F,Ship,4.0,2,225,8.0,low,,5623,0
F,Ship,5.0,2,169,,medium,3.0,5692,0
A,Road,,4,300,4.0,medium,,1607,0
C,Flight,5.0,2,206,6.0,medium,,2016,1
A,Ship,,4,215,2.0,low,,5669,0
B,Ship,3.0,3,138,4.0,low,,1440,1
C,Road,4.0,3,217,,medium,,2138,1
B,Ship,,3,261,3.0,low,,2802,1
F,Ship,,3,199,2.0,low,,5855,0
F,Ship,3.0,5,187,3.0,low,20.0,2374,1
D,?,4.0,5,138,7.0,medium,,1366,1
B,Ship,4.0,5,239,5.0,low,,1001,1
F,Flight,,5,220,,?,,4100,1
C,Road,3.0,2,122,4.0,low,9.0,5299,1
F,Ship,6.0,4,253,,medium,,1248,0
F,Ship,,2,208,2.0,low,41.0,?,1
F,Flight,3.0,2,233,4.0,medium,,5886,0
F,?,4.0,4,206,3.0,medium,,4262,0
F,Ship,2.0,5,235,3.0,high,,5775,1
C,Ship,2.0,3,274,3.0,high,24.0,3829,1
B,Ship,5.0,1,241,,medium,,5519,1
C,Flight,,4,147,3.0,medium,,4534,1
C,Flight,4.0,1,180,2.0,low,,1193,1
F,Ship,5.0,1,187,4.0,medium,,5164,0
F,Flight,3.0,4,149,3.0,low,,5040,1
C,Ship,3.0,3,253,4.0,low,,4682,1
B,Ship,,4,255,4.0,medium,,2771,1
D,Ship,,5,228,4.0,low,7.0,4068,1
B,Ship,5.0,1,239,,low,1.0,1239,0
A,Ship,3.0,3,251,3.0,low,,4246,0
C,Flight,5.0,5,169,2.0,medium,14.0,1497,1
C,Ship,,5,171,3.0,medium,,1300,1
B,Flight,,4,149,3.0,low,51.0,1645,1
A,Ship,3.0,1,179,2.0,medium,,4828,0
A,Ship,3.0,5,103,,low,,1403,1
F,Ship,5.0,2,248,5.0,low,,1284,1
C,Road,4.0,3,213,3.0,medium,,5947,0
F,Ship,,3,179,3.0,medium,,?,1
F,Ship,4.0,1,182,,medium,10.0,5638,0
C,Flight,5.0,5,235,5.0,low,4.0,?,1
F,Road,4.0,2,202,3.0,low,,4955,0
F,Road,,1,277,5.0,low,,1190,1
F,Ship,,1,139,3.0,medium,,4275,0
B,Ship,5.0,1,245,,low,5.0,1996,1
F,Ship,4.0,4,166,5.0,low,,1203,1
B,Ship,4.0,1,166,5.0,low,,5463,1
C,Road,,5,148,4.0,low,1.0,5216,1
D,Ship,5.0,2,246,,medium,,3236,1
B,Ship,6.0,5,282,4.0,low,,1364,1
F,?,,5,150,3.0,medium,3.0,5747,0
F,Ship,6.0,5,305,4.0,low,6.0,1787,1
D,Ship,7.0,4,308,5.0,medium,7.0,1563,1
F,Ship,4.0,2,208,3.0,low,,4342,0
D,Flight,5.0,2,279,4.0,low,8.0,4418,1
F,Ship,3.0,2,143,3.0,low,,1785,1
F,Ship,7.0,3,267,4.0,medium,,1892,1
D,Ship,4.0,4,266,7.0,medium,,5672,1
B,Ship,3.0,3,264,3.0,low,3.0,4970,0
F,Ship,4.0,5,161,3.0,medium,2.0,5378,0
F,Road,,1,257,,medium,5.0,4355,0
F,Ship,,3,171,3.0,low,,4946,0
D,Flight,3.0,5,162,2.0,low,,1948,1
D,Ship,,4,276,4.0,low,2.0,1120,1
B,Ship,4.0,2,124,,high,60.0,1107,1
F,Flight,,5,172,2.0,low,7.0,4649,0
C,Ship,4.0,3,234,3.0,medium,,4868,1
F,Road,4.0,5,266,3.0,medium,,4889,0
A,Ship,4.0,5,245,3.0,low,7.0,4297,0
B,Ship,4.0,2,224,,low,1.0,5821,0
A,Road,4.0,1,262,6.0,low,3.0,1830,1
A,Ship,3.0,2,146,6.0,medium,62.0,1162,1
F,Ship,4.0,1,228,5.0,low,,1874,0
D,Ship,,2,289,5.0,low,1.0,1178,0
F,?,7.0,3,244,4.0,medium,10.0,1629,0
B,Flight,,3,154,2.0,high,7.0,4732,0
B,Ship,3.0,3,214,3.0,medium,,5856,0
F,?,4.0,4,279,6.0,medium,,4898,1
D,Road,4.0,1,190,3.0,low,,2774,1
A,Ship,6.0,4,306,4.0,low,6.0,1461,0
D,Ship,5.0,5,222,6.0,low,1.0,?,0
B,Flight,3.0,1,191,,low,,4705,0
F,Ship,4.0,4,133,4.0,high,,5296,0
D,Ship,,1,262,3.0,medium,,3599,1
A,Flight,3.0,5,188,2.0,low,,2711,1
D,Ship,,3,144,3.0,low,1.0,5881,0
B,Ship,5.0,1,155,,medium,40.0,1024,1
D,Road,5.0,3,132,3.0,low,,4462,1
A,Ship,4.0,1,177,2.0,medium,6.0,5566,0
F,Ship,3.0,3,237,2.0,low,,4263,1
F,Ship,,1,140,3.0,medium,1.0,1464,1
C,Road,5.0,4,265,,medium,,4565,0
F,Ship,3.0,4,239,4.0,medium,,4537,0
A,Ship,7.0,5,250,4.0,low,1.0,1690,1
F,Flight,6.0,5,305,4.0,low,7.0,1099,1
F,Flight,6.0,3,271,4.0,low,,1934,0
D,Flight,4.0,3,235,3.0,low,,5289,1
A,Flight,4.0,3,267,4.0,low,,5140,0
F,Ship,4.0,3,252,2.0,low,,5266,1
D,Ship,5.0,5,191,2.0,high,34.0,2708,1
F,Ship,5.0,3,249,2.0,low,9.0,4568,0
F,Road,2.0,3,133,4.0,low,5.0,5989,1
F,Ship,,2,257,2.0,high,,2848,1
F,Ship,,3,170,4.0,low,1.0,4912,0
C,Ship,2.0,4,129,3.0,low,48.0,1219,1
C,Ship,,2,181,3.0,low,,5966,1
F,Road,,4,269,5.0,medium,,1473,0
C,Ship,4.0,4,213,2.0,low,27.0,2938,1
C,Ship,,4,225,4.0,low,,4460,1
D,Flight,5.0,2,268,3.0,medium,,5385,1
C,Ship,6.0,5,266,5.0,low,,?,0
C,Road,4.0,3,175,2.0,low,,?,1
C,Ship,4.0,3,242,4.0,low,62.0,3997,1
C,Ship,2.0,4,120,,medium,13.0,1240,1
D,Ship,,3,267,6.0,low,8.0,1421,1
C,Ship,3.0,3,154,2.0,low,,1096,1
F,Ship,,2,176,4.0,low,10.0,?,0
A,Ship,6.0,5,139,6.0,medium,,1081,1
C,?,4.0,4,200,3.0,low,7.0,5807,1
F,Ship,6.0,1,284,4.0,low,,1153,0
B,Ship,4.0,4,193,3.0,medium,8.0,4715,1
A,Ship,3.0,5,170,7.0,low,,4373,1
C,Ship,5.0,5,240,2.0,low,7.0,4409,1
A,Ship,4.0,2,137,3.0,low,6.0,?,0
F,Flight,3.0,1,192,,low,,4056,0
A,Ship,3.0,4,117,3.0,low,,4046,0
B,Ship,4.0,5,154,,medium,9.0,5489,1
D,Ship,4.0,3,136,4.0,low,10.0,5911,0
A,Road,3.0,4,186,3.0,high,1.0,5922,1
B,Ship,2.0,4,134,,low,42.0,1415,1
F,Road,5.0,2,274,2.0,low,5.0,4154,0
F,Ship,,3,212,3.0,medium,10.0,5935,0
B,Ship,,3,134,3.0,medium,,?,1
F,Ship,4.0,2,225,2.0,medium,5.0,5943,0
C,Flight,3.0,3,180,7.0,medium,4.0,5068,1
F,Road,,5,238,10.0,medium,44.0,3860,1
C,Ship,4.0,4,203,2.0,low,,4793,0
D,Ship,5.0,5,246,3.0,medium,,4107,0
F,Ship,4.0,3,250,6.0,medium,,5115,1
B,Ship,,5,245,5.0,low,10.0,1289,1
F,Ship,4.0,5,133,,low,,1092,1
D,Ship,5.0,3,243,,medium,10.0,1729,1
C,Flight,6.0,4,243,,low,,1353,1
C,Ship,6.0,5,305,,medium,,1072,0
A,Ship,3.0,5,224,3.0,low,6.0,5115,0
A,Ship,5.0,1,137,2.0,low,52.0,1012,1
F,Ship,5.0,4,139,3.0,medium,6.0,5721,0
B,Ship,4.0,3,184,3.0,low,,5602,0
C,Ship,3.0,2,248,3.0,medium,,?,0
B,Ship,,4,170,3.0,medium,,4062,0
D,Ship,5.0,4,190,3.0,medium,4.0,4424,1
B,Ship,,5,193,4.0,low,,2173,1
D,Ship,4.0,3,192,4.0,low,,?,1
D,Flight,4.0,3,255,5.0,low,1.0,1192,0
B,Road,3.0,1,207,3.0,low,,4643,1
D,Road,4.0,1,150,2.0,low,,4140,0
D,Ship,,5,144,6.0,low,46.0,1110,1
F,Flight,5.0,1,162,3.0,medium,1.0,5537,0
C,Flight,,2,276,6.0,medium,6.0,1043,0
B,Road,3.0,4,228,4.0,medium,,4947,0
A,Ship,,1,282,4.0,low,,1434,0
C,Ship,5.0,5,270,5.0,low,5.0,1852,1
F,Road,3.0,5,226,3.0,medium,55.0,2465,1
F,Ship,,1,152,,low,25.0,1848,1
A,Ship,3.0,4,173,3.0,?,52.0,1587,1
F,Ship,3.0,4,179,2.0,low,,4931,1
D,Road,4.0,4,189,2.0,low,5.0,4553,0
B,Ship,3.0,2,191,4.0,medium,,2277,1
F,Ship,5.0,3,218,5.0,low,9.0,4435,1
F,Flight,,1,197,5.0,medium,,5919,0
A,Road,3.0,1,228,2.0,low,7.0,4977,0
F,Road,3.0,2,185,,low,,5545,0
C,Ship,3.0,3,205,2.0,low,15.0,3231,1
B,Road,4.0,3,137,3.0,medium,46.0,1299,1
B,Ship,3.0,2,272,3.0,low,7.0,?,1
F,Ship,3.0,4,173,2.0,low,,4402,0
D,Ship,,5,224,2.0,low,,4380,1
F,Ship,2.0,4,162,3.0,high,,5893,1
D,Ship,3.0,3,180,3.0,medium,,5953,1
C,Ship,4.0,1,252,3.0,medium,,5540,0
C,Ship,,2,179,3.0,low,3.0,5284,0
C,Ship,,2,227,4.0,medium,6.0,4104,1
A,Ship,6.0,5,279,4.0,low,7.0,1447,0
F,Ship,3.0,5,265,3.0,medium,8.0,5980,0
C,Ship,6.0,1,105,5.0,low,,?,1
D,Ship,4.0,3,258,3.0,high,1.0,4653,0
B,Ship,4.0,1,200,2.0,medium,,5249,0
C,Road,5.0,4,217,3.0,medium,8.0,4949,1
D,Ship,3.0,1,209,3.0,low,8.0,4367,0
D,Ship,,3,237,3.0,medium,,3761,1
D,Flight,3.0,4,216,3.0,low,3.0,5817,0
F,Flight,3.0,1,174,3.0,medium,2.0,4972,0
F,Ship,,4,144,3.0,low,6.0,4137,1
C,Flight,,3,142,4.0,medium,,1396,1
B,Ship,3.0,5,134,3.0,medium,38.0,1169,1
B,?,,5,257,5.0,low,,?,0
C,Road,,5,272,3.0,medium,48.0,3780,1
B,Road,4.0,1,147,,low,,1956,1
B,Road,6.0,3,305,4.0,medium,9.0,1479,1
F,Flight,3.0,4,157,,medium,6.0,5611,0
A,Ship,3.0,5,270,3.0,medium,,4843,1
F,?,4.0,2,209,2.0,medium,1.0,5337,0
F,Ship,,2,153,4.0,high,,4750,1
A,Road,,3,167,2.0,medium,,5409,1
B,Ship,6.0,4,286,4.0,medium,,?,1
D,Ship,6.0,3,205,3.0,low,,4996,0
F,Ship,3.0,2,158,3.0,medium,1.0,5438,0
B,Flight,5.0,1,264,2.0,medium,3.0,4056,1
F,Ship,4.0,2,270,5.0,low,,1520,0
C,Road,,3,169,,low,7.0,5976,0
B,Road,5.0,4,201,2.0,low,,?,1
D,Ship,,3,210,3.0,medium,,5912,0
F,Flight,4.0,1,235,2.0,high,,2107,1
D,Ship,,2,160,3.0,low,,4468,0
A,Ship,,1,289,4.0,low,,1181,1
C,?,,3,186,2.0,low,,4947,1
F,Ship,,3,227,5.0,medium,,4990,0
D,Ship,4.0,2,244,3.0,high,3.0,4103,0
B,Flight,4.0,3,226,3.0,medium,10.0,5305,0
F,Ship,5.0,2,268,3.0,medium,41.0,3716,1
D,Flight,5.0,3,221,5.0,low,,1630,1
C,?,,1,171,,medium,10.0,4536,0
B,Ship,6.0,5,295,4.0,medium,5.0,1963,1
B,Ship,,4,294,4.0,medium,,1112,0
C,Ship,3.0,4,148,3.0,low,56.0,1550,1
B,Flight,,2,269,2.0,medium,,4978,0
C,Ship,,1,241,2.0,medium,,5391,1
B,Ship,3.0,2,184,4.0,medium,,2972,1
F,Ship,4.0,3,237,3.0,low,57.0,3952,1
F,?,,5,159,3.0,low,5.0,4190,0
A,Ship,3.0,2,236,2.0,medium,,4239,1
F,Ship,3.0,2,135,3.0,low,,1898,1
F,Ship,5.0,2,257,3.0,low,,4677,1
F,?,,3,245,5.0,medium,8.0,5678,1
F,Ship,3.0,2,169,2.0,low,,?,0
A,Ship,4.0,1,146,,low,,4576,0
A,Ship,5.0,5,235,,low,8.0,1332,1
F,Road,5.0,2,245,5.0,low,,1466,0
B,Ship,5.0,3,222,2.0,low,2.0,5953,1
F,Road,,1,187,3.0,medium,1.0,5541,0
B,Ship,3.0,5,248,2.0,high,3.0,5287,1
B,Ship,3.0,2,154,3.0,medium,,5322,1
F,Ship,6.0,4,195,5.0,high,10.0,4225,0
A,Road,6.0,4,201,2.0,low,4.0,5916,1
F,Road,,1,258,3.0,medium,,2428,1
F,Ship,,3,246,5.0,low,,1134,0
A,Ship,3.0,2,263,4.0,medium,,2599,1
A,Ship,3.0,4,148,3.0,low,37.0,1523,1
A,Ship,3.0,1,212,3.0,medium,,5759,0
D,Flight,3.0,3,196,4.0,low,,5631,1
F,Ship,,3,197,2.0,low,,2481,1
C,Road,3.0,2,221,,low,,4312,0
B,Ship,5.0,5,261,,medium,9.0,5385,0
