Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_low
237,10.0,5695,0,0
239,10.0,1518,1,0
134,10.0,1067,1,0
229,10.0,1951,0,0
142,10.0,5326,0,0
134,5.0,4507,1,0
107,10.0,4451,1,1
141,10.0,1367,0,0
130,10.0,4946,1,1
259,10.0,3761,1,1
137,10.0,1023,1,0
249,10.0,5629,1,1
202,2.0,3962,1,0
279,1.0,5855,0,0
163,3.0,4031,1,1
257,10.0,4447,1,0
269,3.0,1667,1,0
258,10.0,1494,0,0
294,10.0,1174,0,0
132,8.0,5810,1,0
260,10.0,4919,0,1
223,7.0,5738,0,0
170,58.0,1651,1,1
98,2.0,4125,1,0
305,8.0,1367,0,0
217,10.0,4848,1,0
133,10.0,1783,1,0
232,10.0,5398,0,0
189,4.0,4160,0,0
255,5.0,1708,1,0
248,10.0,3830,1,0
143,10.0,5514,0,0
225,10.0,5714,1,0
143,10.0,5021,0,0
126,10.0,5659,1,0
232,10.0,5607,1,0
234,7.0,1711,0,0
177,10.0,1735,1,0
265,10.0,4575,1,0
201,10.0,5616,1,0
245,10.0,1605,0,0
147,10.0,1434,1,0
188,10.0,3221,1,0
305,10.0,1172,1,0
243,5.0,4670,1,0
260,8.0,4535,0,0
137,1.0,4861,0,0
231,10.0,4735,0,0
180,10.0,4417,0,0
266,2.0,1367,1,0
239,3.0,5099,1,0
226,10.0,4254,0,0
206,10.0,5915,0,0
221,10.0,1944,0,0
223,10.0,4178,1,1
246,11.0,2282,1,0
233,10.0,5259,0,0
243,10.0,2758,1,0
150,2.0,4383,0,1
240,5.0,4144,0,0
245,10.0,1606,0,0
261,6.0,5068,0,0
168,10.0,1601,1,1
265,10.0,5135,1,0
275,10.0,1400,1,0
215,10.0,4673,1,1
227,7.0,4403,0,0
261,10.0,5442,0,0
218,10.0,4823,1,0
145,10.0,1965,1,0
266,10.0,5459,0,0
156,10.0,5868,0,0
294,25.0,1498,1,0
224,31.0,2084,1,1
146,10.0,1737,0,0
153,10.0,5748,0,0
248,10.0,4932,0,0
285,10.0,1935,1,0
260,23.0,3962,1,0
189,3.0,5193,0,0
259,10.0,5939,0,1
180,10.0,1481,1,0
223,10.0,5062,1,0
155,10.0,1022,1,0
174,9.0,5969,1,1
271,10.0,1869,1,0
287,8.0,1748,0,0
220,39.0,2459,1,1
222,10.0,5337,0,1
254,10.0,1491,1,1
220,7.0,4552,1,0
139,10.0,1471,1,0
174,4.0,5692,0,0
265,3.0,5177,0,0
305,3.0,1276,0,0
258,9.0,1924,0,0
272,1.0,5597,0,1
135,2.0,5849,1,0
268,9.0,5521,1,0
250,10.0,2064,1,0
268,20.0,2731,1,0
209,57.0,3741,1,0
199,25.0,3705,1,0
161,5.0,5133,1,1
254,10.0,5608,0,0
129,35.0,1367,1,0
172,10.0,4201,0,0
240,33.0,1367,1,0
254,3.0,2837,1,0
303,10.0,1203,0,0
179,10.0,1364,1,0
199,7.0,5740,0,0
280,17.0,3555,1,0
166,10.0,5559,0,0
175,6.0,4695,0,0
165,10.0,1190,1,0
180,29.0,1414,1,0
141,10.0,5512,0,0
189,10.0,1269,0,0
151,10.0,5506,0,0
226,41.0,1367,1,0
156,10.0,1145,1,0
150,2.0,1682,1,0
268,10.0,5275,0,0
139,10.0,5958,1,0
153,10.0,5772,0,0
307,8.0,1339,0,0
171,7.0,5359,1,0
222,10.0,5584,0,0
240,10.0,5905,1,0
209,2.0,4036,1,0
139,64.0,1415,1,1
204,10.0,5010,0,0
189,2.0,4636,1,0
262,6.0,4428,0,0
206,10.0,1137,1,0
252,10.0,5676,1,0
233,10.0,4913,0,0
225,10.0,5468,1,0
205,10.0,5486,0,0
265,9.0,1367,0,0
174,6.0,5064,1,0
289,10.0,1116,0,1
245,1.0,5978,0,0
243,3.0,5703,0,0
260,10.0,4087,1,1
149,9.0,5173,1,0
233,10.0,5323,1,1
170,5.0,5182,0,0
276,3.0,1136,0,0
169,10.0,1290,1,0
268,3.0,4834,0,0
250,10.0,3798,1,0
284,6.0,4575,0,0
274,50.0,3958,1,0
261,33.0,3678,1,0
182,10.0,4128,1,0
135,10.0,5301,1,0
253,6.0,1028,0,0
282,10.0,5065,0,0
185,10.0,3787,1,0
275,7.0,1349,0,0
266,62.0,2201,1,0
246,7.0,1071,0,0
151,10.0,1682,1,0
257,10.0,1358,1,0
221,6.0,5289,0,0
271,10.0,1503,0,0
223,10.0,4671,1,0
165,24.0,1966,1,0
209,9.0,1367,0,0
287,10.0,4903,1,0
264,10.0,2203,1,0
284,6.0,1550,1,0
139,1.0,4243,0,0
221,10.0,4927,1,0
243,2.0,4989,0,0
101,10.0,4196,0,0
257,10.0,1367,0,0
177,10.0,1112,1,0
142,10.0,4062,0,0
202,10.0,4456,0,0
169,10.0,1245,1,0
241,6.0,4741,0,0
310,5.0,1563,0,0
272,2.0,1681,1,0
104,10.0,1936,1,0
167,3.0,1140,1,0
262,8.0,1493,1,0
228,5.0,4663,0,1
181,10.0,5470,0,1
132,5.0,5235,1,0
154,52.0,1367,1,0
192,7.0,4741,1,0
186,10.0,4437,1,0
228,3.0,1473,1,0
142,2.0,5150,1,0
183,5.0,5326,0,0
135,10.0,5614,1,0
251,10.0,3561,1,0
222,10.0,1367,0,0
141,9.0,5113,0,0
245,10.0,4173,0,0
254,4.0,1392,0,0
254,6.0,4934,0,0
265,10.0,4093,1,0
140,10.0,4733,0,0
247,10.0,4691,0,0
163,65.0,1614,1,0
164,7.0,4150,0,0
159,6.0,5269,0,0
242,8.0,5243,1,0
269,10.0,1367,1,1
147,10.0,5431,0,0
206,33.0,2804,1,0
232,2.0,5281,1,0
263,10.0,4699,1,0
211,10.0,5473,1,0
150,10.0,1285,1,0
251,10.0,4912,0,0
142,10.0,5700,0,1
162,1.0,4573,1,1
104,52.0,1083,1,0
224,10.0,1184,0,0
231,8.0,4991,0,0
258,10.0,1878,0,0
227,10.0,3080,1,1
298,1.0,1657,0,0
254,5.0,1885,0,0
173,4.0,5265,1,0
277,5.0,1845,1,0
137,10.0,5208,0,1
248,10.0,1861,0,0
266,23.0,3775,1,0
227,10.0,4269,1,1
199,10.0,2208,1,0
196,5.0,5514,0,0
274,10.0,5145,0,0
137,10.0,4055,1,0
173,7.0,4684,0,0
247,10.0,2361,1,0
279,10.0,4785,0,0
236,13.0,2171,1,0
206,5.0,1149,0,0
199,10.0,1367,1,0
139,5.0,4572,0,0
250,10.0,1618,0,0
143,7.0,4486,0,0
270,6.0,4966,0,0
264,10.0,4435,1,1
211,3.0,1367,0,0
141,10.0,1735,1,0
260,10.0,1367,1,0
149,1.0,4678,0,0
162,34.0,1558,1,0
156,10.0,4701,1,0
168,10.0,5225,1,0
254,6.0,5121,0,0
141,10.0,1838,1,0
231,12.0,2123,1,0
186,24.0,3262,1,0
245,5.0,5324,1,0
176,1.0,4155,0,0
217,10.0,1552,0,0
246,13.0,2652,1,0
273,41.0,3464,1,0
247,61.0,2206,1,0
172,10.0,5106,1,0
205,10.0,5294,0,0
143,10.0,1630,1,0
221,1.0,4865,0,0
184,10.0,4686,0,0
155,23.0,1602,1,0
245,10.0,4694,0,0
169,20.0,1021,1,0
236,1.0,4752,0,0
254,10.0,1926,0,0
259,10.0,4607,0,0
238,10.0,3274,1,0
192,37.0,2197,1,0
262,10.0,1563,0,0
212,10.0,4969,0,0
264,10.0,1265,0,0
168,10.0,5964,0,0
127,10.0,1411,1,0
132,2.0,4785,0,0
241,10.0,5184,0,0
267,10.0,1367,1,0
223,10.0,1170,1,0
246,10.0,5056,1,0
208,6.0,5266,0,0
148,10.0,1511,1,0
174,3.0,4132,0,0
187,10.0,3665,1,0
156,10.0,5923,0,0
270,39.0,3690,1,0
236,58.0,3360,1,0
141,48.0,1758,1,0
197,10.0,3617,1,0
227,10.0,4916,0,0
186,10.0,2259,1,0
233,9.0,4799,1,0
246,10.0,4384,0,0
182,10.0,3398,1,0
168,10.0,5097,1,0
264,10.0,1541,0,0
209,53.0,3169,1,0
308,10.0,1154,0,0
134,10.0,5865,1,0
236,10.0,2639,1,0
147,10.0,4600,1,0
256,10.0,4398,0,0
292,5.0,1932,1,0
160,4.0,4376,0,1
257,56.0,3711,1,0
232,10.0,5285,1,0
272,10.0,1534,1,0
183,44.0,3158,1,0
209,10.0,5098,1,0
109,18.0,1661,1,0
167,2.0,5544,0,0
265,10.0,5418,1,0
144,43.0,1027,1,0
195,10.0,4640,0,0
272,10.0,4826,1,0
283,10.0,1512,0,0
202,10.0,2936,1,0
270,4.0,5566,0,0
271,8.0,4444,1,0
272,27.0,2030,1,0
192,10.0,5787,1,0
265,10.0,4641,1,0
149,10.0,1080,1,0
143,10.0,1345,1,0
209,10.0,3181,1,0
153,10.0,1367,1,0
252,10.0,4630,1,0
143,10.0,1197,1,0
186,1.0,4519,0,0
252,10.0,2800,1,0
273,2.0,4219,1,0
267,18.0,2435,1,0
137,10.0,4814,0,0
255,3.0,4278,1,0
243,4.0,4410,1,0
214,6.0,4345,0,0
252,10.0,1367,1,1
191,2.0,4471,0,0
132,10.0,1715,1,0
233,10.0,5865,1,0
202,10.0,5137,1,0
155,10.0,1885,1,0
157,7.0,1367,0,0
257,10.0,5549,1,0
247,10.0,4677,0,0
217,19.0,2992,1,1
154,49.0,1532,1,0
208,10.0,4803,0,0
251,2.0,3351,1,0
286,1.0,1570,0,0
129,10.0,5444,1,0
271,9.0,5057,0,0
157,10.0,5228,0,0
175,10.0,4961,1,0
206,10.0,4014,1,0
230,10.0,4483,0,0
227,54.0,3043,1,0
215,8.0,5683,0,0
218,7.0,1692,0,0
239,10.0,4756,0,0
240,10.0,1373,1,0
174,8.0,5576,0,0
100,10.0,5398,0,0
163,8.0,4921,1,0
227,3.0,1687,0,0
243,10.0,4037,0,0
169,4.0,4541,0,0
185,10.0,5854,0,0
143,10.0,1422,1,0
157,10.0,5898,1,0
275,10.0,1145,0,0
144,10.0,4440,0,1
306,10.0,1123,0,0
250,10.0,3464,1,0
186,42.0,3521,1,0
243,10.0,5827,1,0
224,10.0,2298,1,0
127,54.0,1239,1,1
135,22.0,1195,1,1
209,3.0,5607,0,0
296,10.0,1826,1,0
188,10.0,5709,0,0
166,10.0,4369,1,0
203,10.0,3261,1,0
196,10.0,4257,0,0
284,10.0,5343,1,0
211,12.0,3922,1,1
307,10.0,1578,1,0
234,10.0,1367,1,0
150,48.0,1193,1,0
220,40.0,3773,1,1
182,10.0,5159,0,0
234,61.0,3084,1,1
238,10.0,1351,0,0
228,10.0,1044,0,0
258,3.0,4908,0,1
304,10.0,1367,0,0
126,63.0,1141,1,0
250,4.0,1163,1,0
144,9.0,4428,1,1
189,10.0,4278,1,1
267,55.0,2923,1,0
219,21.0,3830,1,0
161,10.0,4713,1,0
255,10.0,5875,0,0
167,10.0,4420,0,0
275,5.0,4163,1,0
228,10.0,1373,1,0
187,2.0,5154,1,0
251,10.0,3443,1,0
140,58.0,1175,1,1
190,5.0,4139,1,1
140,7.0,4799,1,1
264,10.0,1688,0,0
198,10.0,5724,1,0
167,10.0,1564,1,0
129,5.0,5626,0,0
231,10.0,4623,1,0
204,10.0,5033,1,0
172,10.0,1367,0,0
285,9.0,1180,0,0
151,3.0,5039,0,0
202,7.0,5678,1,0
236,4.0,4248,0,0
188,10.0,5713,0,0
198,8.0,4323,0,0
229,9.0,5026,0,0
251,7.0,1381,0,0
246,10.0,1367,1,0
284,10.0,1181,1,0
268,23.0,2996,1,0
268,10.0,1586,0,0
156,10.0,1218,1,0
150,10.0,1367,1,1
258,5.0,1966,1,0
178,10.0,4122,0,0
198,10.0,3368,1,0
136,35.0,1234,1,1
212,10.0,4128,0,1
209,10.0,3370,1,0
199,10.0,4417,1,0
178,10.0,4872,0,0
148,34.0,1053,1,0
201,10.0,2488,1,0
140,10.0,1367,1,0
251,9.0,4298,1,0
193,10.0,3510,1,1
263,9.0,2236,1,0
251,10.0,5350,1,0
217,37.0,2128,1,0
145,8.0,4522,0,0
187,3.0,1367,0,0
250,10.0,4246,0,0
158,16.0,1499,1,0
240,10.0,1255,0,0
245,7.0,1092,0,0
247,1.0,5226,0,0
224,5.0,4214,1,0
139,7.0,5536,0,0
238,10.0,4349,1,0
246,9.0,4947,0,0
186,10.0,5156,1,0
250,10.0,1018,0,0
224,10.0,4806,1,0
261,9.0,5515,0,1
236,1.0,5711,0,0
231,60.0,3755,1,0
194,10.0,5650,1,0
202,8.0,5486,1,0
224,10.0,4149,0,0
176,1.0,4509,0,0
260,10.0,5044,0,0
271,10.0,2693,1,0
263,10.0,1625,0,0
179,62.0,1945,1,0
270,10.0,1367,1,0
225,5.0,1367,0,0
251,10.0,5986,1,1
200,9.0,1367,1,0
158,10.0,1507,1,0
143,10.0,5474,0,0
203,8.0,5929,0,0
177,10.0,4392,1,0
245,10.0,5600,0,0
186,10.0,4764,0,0
145,10.0,1673,1,0
274,10.0,3013,1,0
252,9.0,4278,0,1
243,10.0,1817,0,0
138,10.0,1853,1,0
267,10.0,1580,0,0
165,10.0,1429,1,0
139,10.0,4060,1,0
200,1.0,4885,0,0
164,6.0,5264,0,0
195,10.0,5779,1,0
267,4.0,1097,0,0
130,60.0,1971,1,0
240,10.0,4552,1,0
262,10.0,1751,0,0
264,3.0,1367,1,0
185,10.0,4246,0,0
216,9.0,1678,1,0
271,10.0,4610,1,0
138,10.0,5721,1,0
260,10.0,1367,0,0
150,11.0,1367,1,0
186,10.0,4213,0,0
261,58.0,3427,1,0
121,4.0,5833,0,1
185,10.0,1367,1,1
269,10.0,1402,0,0
203,10.0,3114,1,0
298,9.0,1629,0,0
164,10.0,1532,1,0
164,2.0,5488,0,0
265,10.0,1867,0,0
159,5.0,4930,0,0
270,10.0,5807,1,0
286,10.0,1071,1,1
183,10.0,3709,1,0
193,10.0,2267,1,0
160,10.0,4409,0,1
224,9.0,2952,1,0
254,10.0,5637,0,0
179,30.0,1076,1,1
158,11.0,1224,1,0
176,45.0,1470,1,0
142,6.0,5027,0,0
227,10.0,4305,1,0
111,1.0,4102,0,0
250,10.0,4343,0,0
162,4.0,4094,0,0
129,10.0,1367,1,0
221,10.0,5632,0,0
266,7.0,5712,1,0
161,10.0,1457,1,0
182,10.0,5197,0,1
248,10.0,5588,0,0
180,10.0,5208,0,0
140,10.0,1291,1,0
191,5.0,1367,1,0
268,10.0,1170,0,0
246,10.0,4054,1,0
195,10.0,3690,1,0
184,3.0,4883,0,1
240,6.0,4811,0,0
265,8.0,1555,0,0
230,10.0,2225,1,0
273,10.0,1367,0,0
274,10.0,1246,0,0
262,2.0,1304,0,0
232,6.0,4050,0,0
265,10.0,1753,1,0
257,10.0,5875,1,0
240,10.0,1144,1,0
255,10.0,5291,1,0
216,10.0,4092,1,0
197,10.0,1367,0,0
221,10.0,1781,1,0
162,10.0,4343,1,0
158,10.0,1878,1,0
160,8.0,5982,0,0
135,10.0,1772,1,0
187,10.0,5967,0,0
139,64.0,1857,1,0
223,4.0,1817,0,0
205,9.0,4277,0,0
296,9.0,1523,1,0
212,10.0,2521,1,0
240,10.0,4314,0,0
175,10.0,5177,1,0
284,8.0,5346,1,0
237,10.0,5277,0,0
139,10.0,4534,0,0
196,6.0,4258,0,0
253,36.0,3389,1,0
271,32.0,3785,1,0
266,10.0,5413,1,0
181,4.0,5717,0,0
245,9.0,5690,0,0
236,7.0,3589,1,0
189,4.0,5575,1,0
250,6.0,5832,0,0
177,36.0,1249,1,0
255,14.0,3099,1,0
152,10.0,4735,0,0
170,10.0,4375,0,0
226,2.0,1043,1,0
254,10.0,1367,1,0
154,10.0,5670,0,0
149,10.0,1990,1,0
245,10.0,5366,1,0
153,10.0,5818,0,0
272,10.0,1355,1,0
192,10.0,1550,1,0
238,5.0,5907,1,1
286,3.0,1747,1,0
252,4.0,5119,1,0
157,48.0,1393,1,0
183,10.0,4261,1,0
260,9.0,4591,1,0
263,10.0,1605,1,0
151,31.0,1365,1,1
262,10.0,4941,0,0
252,4.0,5233,1,1
160,10.0,1228,1,0
261,10.0,5306,1,0
122,10.0,1213,1,0
286,3.0,1773,1,0
136,7.0,4817,1,0
143,1.0,4392,1,0
226,5.0,4833,0,0
171,3.0,4271,0,0
190,10.0,5834,1,0
211,10.0,5185,0,0
173,9.0,5382,1,1
208,10.0,5155,1,0
165,10.0,4871,0,0
167,5.0,5791,0,0
179,10.0,1215,1,0
166,9.0,4472,0,0
221,21.0,3686,1,0
201,8.0,5790,0,0
189,10.0,4617,0,0
157,10.0,4199,1,0
201,10.0,1367,1,0
248,7.0,4142,0,0
245,7.0,5429,0,0
157,58.0,1654,1,0
253,10.0,4205,0,0
234,8.0,5003,0,0
184,10.0,4969,0,0
157,10.0,5398,1,0
221,10.0,5059,0,0
284,10.0,1148,1,0
178,10.0,5197,0,0
207,10.0,5008,1,0
162,31.0,1170,1,0
268,46.0,3076,1,0
268,10.0,4415,0,0
218,10.0,4594,0,0
141,8.0,1495,1,0
220,8.0,5073,0,0
273,10.0,2611,1,0
236,62.0,2280,1,0
217,4.0,5588,0,0
201,19.0,2696,1,0
273,5.0,4608,0,0
277,6.0,1032,0,0
158,10.0,5559,1,0
187,10.0,3621,1,0
213,7.0,4490,0,0
197,10.0,1367,1,0
141,7.0,5222,1,0
261,10.0,4852,0,1
175,10.0,5208,0,0
242,3.0,2268,1,0
271,10.0,1733,0,0
196,10.0,5031,0,0
153,5.0,5743,1,0
212,3.0,5427,1,0
258,10.0,1051,1,0
236,10.0,1017,0,0
249,7.0,5876,1,0
209,37.0,2215,1,0
199,62.0,3259,1,0
144,20.0,1082,1,0
188,6.0,4840,0,0
160,6.0,4808,1,0
252,10.0,1568,0,0
256,10.0,5750,0,0
178,10.0,4154,1,1
265,1.0,1601,0,0
268,10.0,1793,0,0
180,10.0,5546,1,0
230,4.0,5363,0,0
160,10.0,5834,0,1
201,2.0,5132,1,0
231,6.0,5862,0,0
255,10.0,1322,0,0
185,10.0,5995,1,0
275,10.0,1367,0,0
210,9.0,5440,0,0
203,2.0,4647,1,0
151,9.0,4767,1,0
168,6.0,5464,1,0
158,40.0,1722,1,0
271,10.0,4108,0,0
237,10.0,5668,1,0
181,10.0,4191,0,0
244,9.0,5339,0,0
247,10.0,4157,0,0
98,10.0,5946,0,0
256,10.0,5571,0,0
259,3.0,4117,1,0
160,10.0,1911,1,0
271,3.0,1636,0,0
127,10.0,1519,1,0
144,10.0,1367,1,1
147,8.0,5272,1,0
143,38.0,1367,1,0
277,1.0,1738,0,0
231,10.0,4892,1,0
252,10.0,4157,0,0
161,10.0,5757,0,0
172,10.0,5696,1,0
135,10.0,1840,1,0
254,10.0,3463,1,0
181,38.0,3258,1,0
286,10.0,1556,1,0
246,10.0,1335,1,0
167,7.0,5800,0,0
137,7.0,4068,0,0
172,65.0,1667,1,0
252,6.0,5101,0,1
258,3.0,1367,1,0
169,10.0,4245,0,0
179,3.0,5159,1,0
244,8.0,1477,1,0
232,10.0,2526,1,0
109,10.0,1597,1,0
184,10.0,4931,0,0
162,9.0,5345,1,0
252,21.0,2070,1,0
248,10.0,4212,0,0
298,2.0,1648,0,0
213,10.0,5516,1,1
255,19.0,1551,1,0
219,7.0,5573,1,0
238,4.0,4780,0,0
293,8.0,1326,1,0
194,10.0,2169,1,0
165,7.0,1702,1,0
220,63.0,3109,1,0
230,10.0,5619,1,1
111,4.0,4473,1,0
140,10.0,4347,1,0
239,10.0,5023,1,1
229,10.0,2815,1,0
247,10.0,5882,0,1
108,10.0,4787,0,0
219,10.0,4918,1,0
187,10.0,3141,1,1
251,10.0,4376,0,0
272,10.0,2857,1,0
100,10.0,5668,1,0
237,10.0,5381,0,0
292,10.0,1779,1,0
239,10.0,5297,1,0
253,10.0,1326,0,0
234,37.0,2111,1,0
153,5.0,4023,1,0
169,10.0,5323,0,0
280,5.0,4585,0,1
260,10.0,3668,1,0
233,8.0,1176,0,0
243,10.0,1362,1,0
244,10.0,4713,0,0
272,6.0,4652,0,0
271,4.0,1633,1,0
233,35.0,2204,1,0
187,10.0,3774,1,1
156,10.0,1301,1,0
223,10.0,3959,1,0
131,5.0,4149,1,0
263,10.0,2292,1,0
156,10.0,4817,0,0
178,10.0,4322,1,0
173,5.0,4703,0,0
209,10.0,5057,0,0
182,8.0,5453,1,0
137,9.0,4374,1,0
274,10.0,4710,1,0
186,10.0,3896,1,0
232,10.0,1337,0,0
167,10.0,1619,1,0
141,8.0,4702,0,0
251,10.0,4206,0,0
255,2.0,1255,0,0
259,8.0,1678,0,0
141,10.0,1367,1,0
242,10.0,1444,1,0
215,10.0,3432,1,1
170,10.0,5664,0,0
268,32.0,3675,1,1
181,4.0,5078,0,0
101,7.0,4275,1,0
168,9.0,5235,1,0
191,10.0,4318,1,0
212,10.0,5125,0,0
239,10.0,5632,0,0
230,10.0,3381,1,0
179,8.0,5589,0,1
193,3.0,5037,0,0
182,6.0,4112,1,1
268,10.0,4531,0,0
174,7.0,4318,1,0
110,6.0,5474,1,0
149,10.0,1367,1,0
225,6.0,1367,1,1
243,10.0,1367,0,0
149,10.0,4661,0,0
158,39.0,1512,1,0
193,10.0,5280,0,0
251,10.0,1924,1,0
276,3.0,1367,0,0
205,44.0,1367,1,0
106,3.0,5615,0,0
128,34.0,1008,1,0
259,10.0,4390,1,0
156,10.0,1842,1,0
174,10.0,4596,0,0
252,4.0,5559,0,0
247,4.0,4962,1,0
109,2.0,5978,1,1
121,10.0,1788,1,0
243,10.0,1189,1,0
221,10.0,1855,0,0
161,8.0,1367,0,0
193,10.0,5354,0,0
170,3.0,4299,0,0
242,10.0,1367,0,0
246,2.0,1581,0,0
260,6.0,4816,0,0
211,45.0,1367,1,0
262,6.0,5381,0,0
248,10.0,4701,1,0
202,4.0,1367,1,0
185,10.0,5399,1,1
264,10.0,5716,0,0
244,4.0,1648,1,0
253,59.0,2627,1,0
194,10.0,3003,1,0
195,10.0,4418,0,0
269,10.0,3456,1,0
245,3.0,1956,1,0
224,2.0,4503,1,0
173,10.0,4963,0,0
140,7.0,4370,1,0
144,10.0,4175,0,0
233,1.0,5284,0,0
116,10.0,1314,1,0
249,8.0,1274,0,0
156,10.0,5780,0,0
149,10.0,1977,1,0
162,10.0,1052,1,0
236,10.0,1123,1,0
187,6.0,5547,0,0
160,10.0,1603,1,0
198,10.0,3135,1,0
164,3.0,1376,0,0
142,35.0,1512,1,0
117,10.0,4666,0,0
197,10.0,3280,1,0
264,10.0,1637,0,0
220,2.0,4313,0,0
184,52.0,3128,1,0
202,10.0,4003,1,0
236,10.0,1664,1,0
242,10.0,1791,1,0
252,9.0,1367,1,0
229,10.0,5471,0,0
154,10.0,5746,1,0
229,29.0,2505,1,0
204,10.0,4001,0,0
155,10.0,4109,1,0
233,7.0,1861,0,0
241,2.0,1834,1,0
141,10.0,4683,0,0
215,10.0,4061,1,1
285,1.0,1606,0,0
270,64.0,2406,1,0
242,10.0,1367,1,0
250,10.0,1890,1,0
151,20.0,1395,1,0
181,65.0,3234,1,1
137,10.0,4820,1,0
201,10.0,4869,1,0
240,9.0,1117,0,0
240,10.0,4447,1,0
232,8.0,1943,0,0
241,10.0,4244,1,0
258,10.0,5052,1,0
214,10.0,4066,0,0
264,10.0,2213,1,0
154,10.0,4921,1,1
145,1.0,1126,1,0
156,10.0,4681,0,0
266,9.0,1287,0,0
196,10.0,5380,0,0
279,8.0,4632,0,0
134,8.0,4950,0,0
273,1.0,5119,0,0
255,2.0,4504,0,0
153,10.0,5761,1,0
160,10.0,1861,1,1
299,1.0,1629,1,0
166,10.0,5990,1,0
253,10.0,4299,0,0
158,10.0,1936,1,0
244,10.0,5181,0,0
167,3.0,4658,0,0
247,3.0,4698,1,0
140,10.0,1442,1,0
189,10.0,3301,1,0
170,10.0,4198,0,0
245,10.0,5226,0,0
205,2.0,4690,1,0
134,10.0,4244,0,0
257,10.0,5881,1,0
301,3.0,1586,0,0
189,10.0,3708,1,0
258,10.0,5862,0,0
310,2.0,1817,0,0
272,44.0,2548,1,0
163,10.0,5863,0,1
237,10.0,5131,0,0
173,10.0,4797,1,0
235,10.0,4186,0,0
224,48.0,2627,1,0
308,2.0,1125,1,0
187,6.0,5448,0,0
226,2.0,1912,0,0
209,5.0,4363,0,1
236,1.0,5220,0,0
268,4.0,5909,0,0
232,10.0,1247,0,0
204,10.0,4879,1,0
232,10.0,1916,0,0
264,10.0,4518,0,0
142,10.0,4429,0,0
213,2.0,4847,0,0
149,10.0,4598,0,0
201,4.0,4295,0,0
161,2.0,4475,0,0
270,10.0,4914,1,1
194,10.0,2026,1,0
245,10.0,1437,1,0
134,10.0,5680,0,1
185,1.0,5338,0,0
101,3.0,4807,0,0
257,58.0,2269,1,1
257,5.0,5084,0,0
177,10.0,1920,1,0
177,32.0,1774,1,0
139,10.0,1323,1,0
234,2.0,1030,1,0
235,10.0,1367,1,0
266,10.0,3425,1,0
269,38.0,3171,1,0
249,10.0,2846,1,1
226,10.0,4411,1,0
245,10.0,1367,1,0
260,10.0,4162,1,0
270,10.0,1367,0,0
98,29.0,1806,1,0
234,10.0,3543,1,0
175,10.0,4995,1,0
163,10.0,1367,0,0
173,10.0,5364,0,1
240,10.0,1367,1,0
240,26.0,2683,1,0
241,10.0,4413,0,0
271,10.0,3957,1,0
306,10.0,1449,1,0
263,3.0,4020,0,0
137,4.0,5617,0,0
244,59.0,1367,1,0
179,10.0,4129,0,1
260,10.0,5440,1,0
178,9.0,4729,1,0
217,10.0,3725,1,0
138,10.0,1266,1,0
254,10.0,4827,0,0
302,6.0,1632,0,0
238,10.0,4724,1,0
222,2.0,4612,0,1
249,10.0,3078,1,0
273,2.0,1441,0,0
257,4.0,1668,0,0
127,10.0,1205,1,0
271,51.0,1134,1,0
289,1.0,1656,0,0
162,42.0,1278,1,0
256,1.0,4932,0,0
202,7.0,4458,0,0
238,10.0,3358,1,1
221,54.0,3065,1,0
191,8.0,5156,1,0
234,10.0,5075,0,0
272,10.0,1816,0,0
225,10.0,2596,1,0
141,30.0,1130,1,0
195,10.0,4743,0,0
254,1.0,4334,0,0
253,1.0,5621,0,0
278,10.0,1508,1,0
154,10.0,7846,1,0
243,10.0,3693,1,0
271,3.0,4006,1,1
224,10.0,3623,1,0
214,36.0,2684,1,0
134,36.0,1191,1,0
164,10.0,1423,1,0
118,10.0,5510,0,0
202,3.0,5524,1,0
231,10.0,5089,1,0
271,10.0,2996,1,0
166,6.0,5737,0,0
292,10.0,1969,1,0
217,6.0,5182,0,0
220,1.0,5508,0,0
153,1.0,4027,0,0
201,17.0,2059,1,0
268,10.0,4543,0,0
109,10.0,1715,1,0
272,33.0,2321,1,0
171,10.0,5242,1,0
214,10.0,2033,1,0
134,7.0,4933,1,0
186,10.0,4851,1,0
263,10.0,5731,1,0
180,10.0,1434,1,0
145,10.0,4836,0,0
216,54.0,2075,1,0
188,10.0,1367,1,0
110,10.0,1367,1,0
198,49.0,1367,1,0
225,10.0,4438,1,0
200,10.0,5193,0,0
136,10.0,5175,0,0
262,10.0,5985,1,1
209,10.0,3893,1,0
241,10.0,5051,0,0
258,7.0,1819,0,0
264,23.0,2376,1,0
268,7.0,1367,0,0
161,10.0,1367,0,1
188,10.0,1367,1,0
198,62.0,3015,1,0
160,10.0,5839,0,0
153,6.0,4996,0,0
270,10.0,5149,0,0
224,10.0,4994,0,0
275,61.0,1367,1,0
178,10.0,5382,1,0
245,8.0,1528,0,0
172,5.0,4554,1,0
201,10.0,4548,1,0
249,3.0,1710,1,0
251,1.0,5073,0,0
196,10.0,5622,0,0
166,10.0,1366,1,0
135,37.0,1367,1,0
153,53.0,1185,1,0
162,10.0,1367,1,0
158,20.0,1431,1,0
235,10.0,1460,0,0
236,1.0,5783,1,0
214,33.0,2562,1,0
274,1.0,5622,0,1
174,10.0,5973,1,0
